B11,B12,B2,B3,B4,B5,B6,B8,BSI,BSI_Mean,Clay_Ratio,MNDWI,MNDWI_Variance,NDTI,NDVI,NDVI_Entropy,NDVI_Variance,NDWI,actual_date,days_diff,lat,lon,target_date
199.0,183.0,788.0,987.0,841.0,776.0,509.0,428.0,-0.07801418751478195,-0.08220577239990234,1.0874316939890711,0.6644182205200195,0.0006215921842880334,0.041884816753926704,-0.32545310258865356,0.9368883371353149,0.0002457634814992085,0.3950530035335689,2021-11-15,0.0007977383333333334,26.44097297,88.22670504,2021-11-16
1867.0,1754.0,902.0,1104.0,1017.0,1537.0,1520.0,1150.0,0.1685575395822525,0.02547956444323063,1.0644241733181299,-0.2568158805370331,0.05888931269507474,0.031206848936757802,0.061375174671411514,2.043191909790039,0.029537773197602053,-0.02040816326530612,2021-11-15,0.0007977383333333334,26.43895201,88.22440504,2021-11-16
376.0,269.0,818.0,944.0,968.0,962.0,739.0,803.0,-0.0934232696890831,-0.049107059836387634,1.3977695167286246,0.43030303716659546,0.03495031593333277,0.16589147286821707,-0.09316769987344742,1.7351264953613281,0.004936296443416261,0.08070978820835718,2021-11-15,0.0007977383333333334,26.49731998,88.31488199,2021-11-16
376.0,269.0,818.0,944.0,968.0,962.0,739.0,803.0,-0.0934232696890831,-0.049107059836387634,1.3977695167286246,0.43030303716659546,0.03495031593333277,0.16589147286821707,-0.09316769987344742,1.7351264953613281,0.004936296443416261,0.08070978820835718,2021-11-15,0.0007977383333333334,26.49731998,88.31488199,2021-11-16
1586.0,873.0,696.0,863.0,690.0,1111.0,1926.0,1644.0,-0.013864818029105663,-0.1143607348203659,1.8167239404352806,-0.29522255063056946,0.1268516964691672,0.28995526636844243,0.408740371465683,2.1972246170043945,0.1101594158606879,-0.31152772237734344,2021-11-15,0.0007977383333333334,26.49132198,88.30675296,2021-11-16
125.0,139.0,734.0,871.0,781.0,711.0,430.0,435.0,-0.1267469823360443,-0.12040185183286667,0.8992805755395683,0.7489959597587585,0.0013493760334148458,-0.05303030303030303,-0.28453946113586426,1.1490596532821655,0.00010279073432152409,0.333843797856049,2021-11-15,0.0007977383333333334,26.48742699,88.30671902,2021-11-16
170.0,132.0,743.0,879.0,778.0,760.0,459.0,407.0,-0.09628217667341232,-0.09167123585939407,1.2878787878787878,0.6758818030357361,0.001738094885906162,0.12582781456953643,-0.31308016180992126,1.2730283737182617,8.465824777995994e-05,0.36702954898911355,2021-11-15,0.0007977383333333334,26.48652803,88.30663302,2021-11-16
273.0,208.0,756.0,921.0,782.0,775.0,569.0,536.0,-0.10097997635602951,-0.0928010642528534,1.3125,0.5427135825157166,0.0008350828785871221,0.13513513513513514,-0.18664643168449402,1.7351264953613281,0.0005799905671018278,0.26424159231297184,2021-11-15,0.0007977383333333334,26.49021599,88.29519197,2021-11-16
236.0,189.0,821.0,969.0,847.0,818.0,566.0,524.0,-0.1079077422618866,-0.10527866333723068,1.2486772486772486,0.6082987785339355,8.214211161927665e-06,0.11058823529411765,-0.23559445142745972,1.522955060005188,0.00011243222073790508,0.29805760214333554,2021-11-15,0.0007977383333333334,26.47997104,88.27374796,2021-11-16
272.0,187.0,787.0,956.0,822.0,751.0,486.0,514.0,-0.08643006533384323,0.01566082239151001,1.4545454545454546,0.5570032596588135,0.08019062767114847,0.18518518518518517,-0.23053891956806183,1.6769877672195435,0.004883580765570112,0.3006802721088435,2021-11-15,0.0007977383333333334,26.444644,88.22908902,2021-11-16
286.0,215.0,781.0,951.0,832.0,842.0,566.0,540.0,-0.08323083072900772,-0.1032935380935669,1.330232558139535,0.5375909209251404,0.0014218447179575754,0.14171656686626746,-0.21282799541950226,1.6769877672195435,0.00024926280668195896,0.27565392354124746,2021-11-15,0.0007977383333333334,26.48028703,88.26862402,2021-11-16
244.0,252.0,807.0,958.0,883.0,848.0,604.0,489.0,-0.06974824517965317,-0.06147361546754837,0.9682539682539683,0.5940099954605103,0.00967297584973951,-0.016129032258064516,-0.28717201948165894,1.8891592025756836,0.0047021969558981675,0.32411886662059436,2021-11-15,0.0007977383333333334,26.46681799,88.25216196,2021-11-16
285.0,229.0,874.0,1017.0,1028.0,1113.0,903.0,907.0,-0.15126051008701324,-0.13828317821025848,1.244541484716157,0.5622119903564453,0.00113014877034143,0.10894941634241245,-0.06253229826688766,1.8891592025756836,0.0019029803072234505,0.057172557172557176,2021-11-15,0.0007977383333333334,26.48078903,88.26961904,2021-11-16
